founder_id,gender,age,education_level,alma_mater,field_of_study,prior_work_experience,is_first_generation,startup_id,industry_sector,city,state,funding_amount,funding_rounds,jobs_created,is_unicorn,investor_count,has_female_investor,founding_year,mentorship_access,policy_support
F06683,Prefer not to say,22,Master’s,Other,Computer Science,8,Yes,S06282,Financial Services,Bengaluru,Delhi,1200798.9771071884,5,98,No,6,No,2015,No,No
F06684,Male,26,Bachelor’s,IIT Delhi,Computer Science,2,Yes,S04206,Software,Mumbai,Other,6021162.018,4,158,No,11,No,2003,Yes,Yes
F06685,Female,43,PhD,IIT Delhi,Engineering,16,Yes,S01409,Software,Gurugram,Maharashtra,1352593.382536979,3,482,No,10,No,2015,No,No
F06686,Male,22,Master’s,IIT Delhi,Engineering,13,No,S07227,Healthcare,Bengaluru,Karnataka,38496194.23150231,8,41,No,24,No,2017,No,No
F06687,Male,24,Bachelor’s,Other,Computer Science,2,Yes,S02315,Financial Services,Mumbai,Karnataka,2520483.5647029094,4,413,No,9,No,2007,No,No
F06688,Male,27,Other,Other,Engineering,3,Yes,S02892,Healthcare,Gurugram,Other,714890.8900654027,0,4,No,4,No,2020,No,Yes
F06689,Male,25,Master’s,Other,Engineering,3,Yes,S02748,Consumer Goods,Bengaluru,Other,9836653.368464395,5,50,No,14,Yes,2001,No,No
F06690,Male,25,Other,Other,Arts,9,Yes,S07040,Consumer Goods,Gurugram,Other,1523180.1522926094,4,329,No,14,Yes,2002,No,No
F06691,Prefer not to say,25,Master’s,BITS Pilani,Computer Science,0,Yes,S05776,Financial Services,Mumbai,Other,2215369.0132959387,4,40,No,13,No,2023,No,Yes
F06692,Male,27,PhD,IIT Delhi,Business,14,No,S04280,Consumer Goods,Other,Karnataka,518192.44023196003,2,347,No,0,No,2009,No,No
F06693,Female,30,Master’s,None,Computer Science,1,Yes,S00971,Software,Delhi,Other,2338025.1789300614,3,79,No,8,No,2019,Yes,No
F06694,Prefer not to say,28,Master’s,BITS Pilani,Engineering,4,Yes,S03715,Software,Bengaluru,Karnataka,1252199.984613826,4,1477,No,10,No,2011,No,Yes
F06695,Male,30,Bachelor’s,Other,Business,3,Yes,S04268,Software,Other,Maharashtra,562668.5110189676,0,137,No,5,No,2017,No,No
F06696,Prefer not to say,27,PhD,None,Business,3,Yes,S07805,Software,Other,Karnataka,93683825.74582742,10,20,Yes,17,No,2023,No,No
F06697,Female,22,Bachelor’s,Other,Business,0,Yes,S02912,Software,Delhi,Other,7752955.554084206,4,63,No,13,No,2011,Yes,No
F06698,Male,24,Master’s,Other,Computer Science,4,Yes,S03159,Healthcare,Mumbai,Other,29250166.368751977,8,39,No,43,No,2021,Yes,No
F06699,Prefer not to say,38,PhD,Other,Arts,20,No,S06680,Other,Mumbai,Other,474908.93214900803,1,3,No,1,No,2023,No,No
F06700,Male,28,Bachelor’s,IIT Delhi,Other,3,Yes,S01037,Other,Other,Other,190664512.0237201,8,1207,Yes,35,No,2013,No,Yes
F06701,Male,56,High School,None,Computer Science,5,Yes,S04485,Healthcare,Mumbai,Other,2600509.6180211767,4,91,No,7,Yes,2002,Yes,No
F06702,Prefer not to say,22,Bachelor’s,Other,Other,11,No,S06285,Software,Bengaluru,Other,74001616.68810149,9,49,Yes,21,No,2023,Yes,No
F06703,Male,25,Other,Other,Engineering,2,No,S08165,Other,Other,Other,5490119.356895429,3,95,No,9,No,2006,No,No
F06704,Male,38,Master’s,IIT Roorkee,Business,22,No,S08113,Consumer Goods,Delhi,Delhi,9130226.239100233,4,27,No,15,No,2016,Yes,No
F06705,Male,28,Bachelor’s,None,Engineering,3,No,S04784,Healthcare,Other,Maharashtra,5108255.518211787,4,468,No,11,No,2023,No,Yes
F06706,Prefer not to say,32,Other,Other,Arts,3,Yes,S01708,Consumer Goods,Delhi,Other,93000348.85022742,7,41,Yes,34,No,2024,No,Yes
F06707,Prefer not to say,27,Bachelor’s,Other,Computer Science,29,Yes,S01077,Software,Other,Other,8784067.83,5,57,No,15,Yes,2001,No,No
F06708,Male,22,Bachelor’s,None,Engineering,3,Yes,S05796,Consumer Goods,Mumbai,Other,13353223.404565359,6,3053,No,32,Yes,2024,No,Yes
F06709,Female,24,Bachelor’s,None,Computer Science,4,Yes,S03156,Healthcare,Delhi,Other,205517572.40918672,10,13,Yes,40,Yes,2007,No,Yes
F06710,Prefer not to say,36,Bachelor’s,BITS Pilani,Other,2,Yes,S02117,Other,Mumbai,Karnataka,18029500.25032404,7,64,No,23,No,2021,Yes,No
F06711,Male,22,Bachelor’s,Other,Computer Science,4,Yes,S03015,Software,Bengaluru,Other,351965.6436384549,1,125,No,3,No,2021,No,No
F06712,Male,30,Master’s,Other,Engineering,2,No,S02846,Software,Mumbai,Karnataka,88804573.96341065,9,4167,Yes,46,No,2018,No,No
F06713,Non-binary,30,Bachelor’s,Other,Business,3,Yes,S05286,Consumer Goods,Other,Delhi,5590331.622820708,3,473,No,11,No,2014,No,No
F06714,Prefer not to say,41,Master’s,IIT Roorkee,Engineering,3,No,S00135,Software,Bengaluru,Other,3606953.108344478,5,26,No,15,No,2017,Yes,No
F06715,Prefer not to say,29,Bachelor’s,None,Engineering,28,No,S01787,Consumer Goods,Mumbai,Karnataka,22710.75314035209,1,2,No,1,No,2016,Yes,Yes
F06716,Male,26,Other,Other,Computer Science,21,Yes,S05844,Healthcare,Delhi,Other,748060.7845318726,1,241,No,0,No,2022,No,Yes
F06717,Male,22,Master’s,Other,Computer Science,23,Yes,S04385,Software,Other,Delhi,534426.4802467739,1,4075,No,3,No,2006,No,No
F06718,Male,28,Bachelor’s,IIT Delhi,Computer Science,1,No,S00836,Software,Delhi,Delhi,1111539.5496962487,4,93,No,9,No,2022,Yes,No
F06719,Male,27,Bachelor’s,Other,Engineering,5,No,S04403,Software,Other,Maharashtra,6544404.3916939525,5,90,No,15,No,2015,Yes,No
F06720,Male,25,Other,Other,Engineering,21,Yes,S07562,Financial Services,Bengaluru,Other,393192.30776069436,0,75,No,2,No,2017,No,Yes
F06721,Prefer not to say,22,High School,Other,Computer Science,20,Yes,S07080,Software,Gurugram,Karnataka,7860789.3980559185,4,80,No,8,Yes,2020,Yes,No
F06722,Male,56,Bachelor’s,Other,Computer Science,2,Yes,S04248,Consumer Goods,Other,Maharashtra,198568.93077944743,0,26,No,5,Yes,2014,Yes,No
F06723,Prefer not to say,30,High School,BITS Pilani,Computer Science,1,Yes,S05250,Financial Services,Bengaluru,Other,10964224.723416904,8,65,No,27,No,2004,No,No
F06724,Male,30,Other,Other,Business,4,Yes,S02071,Financial Services,Gurugram,Maharashtra,89201901.82561825,9,87,Yes,16,No,2023,No,Yes
F06725,Male,59,Master’s,Other,Computer Science,23,Yes,S08234,Software,Mumbai,Other,63915636.15282859,8,51,Yes,18,Yes,2025,No,Yes
F06726,Male,28,Other,None,Computer Science,0,No,S00282,Other,Bengaluru,Other,13330606.629060155,9,25,No,20,No,2021,No,No
F06727,Male,25,Master’s,Other,Arts,1,Yes,S02176,Software,Bengaluru,Delhi,446247293.03390473,6,77,Yes,35,No,2019,No,No
F06728,Male,27,High School,Other,Computer Science,5,Yes,S00940,Other,Mumbai,Other,1572958.1087434364,5,70,No,14,No,2022,Yes,No
F06729,Prefer not to say,25,PhD,None,Computer Science,5,Yes,S00816,Financial Services,Bengaluru,Other,5995145.768924246,4,4855,No,9,No,2020,No,Yes
F06730,Prefer not to say,57,Bachelor’s,Other,Engineering,3,No,S05480,Software,Mumbai,Karnataka,1993609.9750343831,5,65,No,15,No,2016,No,Yes
F06731,Male,29,Bachelor’s,IIT Delhi,Engineering,2,Yes,S07588,Other,Delhi,Karnataka,1281353.4847819952,5,91,No,11,No,2023,Yes,No
F06732,Male,47,Bachelor’s,None,Other,4,Yes,S02825,Software,Bengaluru,Other,400400778.9365433,8,99,Yes,27,No,2020,No,No
F06733,Prefer not to say,25,Bachelor’s,Other,Other,9,Yes,S06241,Consumer Goods,Bengaluru,Other,2181986.691943961,5,38,No,9,No,2008,No,Yes
F06734,Male,29,Master’s,BITS Pilani,Business,5,Yes,S04606,Other,Gurugram,Maharashtra,3110908.797007832,3,94,No,8,No,2021,No,No
F06735,Male,23,Bachelor’s,BITS Pilani,Computer Science,1,Yes,S02443,Other,Other,Delhi,8518123.102018282,3,484,No,14,No,2021,Yes,No
F06736,Male,22,Bachelor’s,Other,Engineering,23,No,S05289,Software,Mumbai,Other,53224.656848353625,1,95,No,4,No,2017,Yes,No
F06737,Prefer not to say,56,Master’s,Other,Computer Science,23,Yes,S00088,Other,Gurugram,Other,3471541.6386730727,5,144,No,11,No,2018,No,No
F06738,Male,27,Bachelor’s,BITS Pilani,Other,0,Yes,S04504,Other,Mumbai,Maharashtra,83229485.89957955,6,68,Yes,18,No,2001,Yes,No
F06739,Male,28,High School,Other,Business,4,Yes,S04129,Other,Other,Karnataka,494059.2069390663,2,76,No,3,No,2011,Yes,No
F06740,Prefer not to say,28,PhD,Other,Business,1,Yes,S01896,Financial Services,Other,Other,533558.5571666475,2,81,No,4,No,2024,Yes,No
F06741,Male,28,Bachelor’s,Other,Engineering,30,Yes,S04781,Other,Mumbai,Karnataka,251034.30278386694,2,15,No,2,No,2020,Yes,No
F06742,Male,28,Master’s,Other,Engineering,26,No,S06146,Other,Gurugram,Karnataka,50924345.26107673,10,24,Yes,35,No,2024,No,Yes
F06743,Male,28,Bachelor’s,Other,Engineering,0,Yes,S06862,Software,Delhi,Other,132267527.61763677,7,80,Yes,33,No,2009,No,No
F06744,Prefer not to say,26,Bachelor’s,Other,Computer Science,3,Yes,S02881,Software,Mumbai,Other,46206.978218383265,0,0,No,0,Yes,2010,No,Yes
F06745,Male,45,Master’s,Other,Business,1,Yes,S06045,Other,Other,Other,1538547.5559252487,5,63,No,14,No,2020,Yes,No
F06746,Prefer not to say,23,Bachelor’s,IIT Delhi,Other,2,Yes,S08100,Financial Services,Bengaluru,Maharashtra,2474432.1054104203,3,6,No,13,No,2020,No,No
F06747,Female,22,Bachelor’s,BITS Pilani,Computer Science,3,Yes,S08089,Consumer Goods,Bengaluru,Other,926506.6697,1,83,No,2,No,2010,No,No
F06748,Male,30,High School,Other,Other,1,Yes,S04165,Software,Other,Other,12400492.97412428,6,10,No,38,Yes,2021,Yes,No
F06749,Prefer not to say,26,High School,IIT Roorkee,Other,4,Yes,S03837,Software,Other,Maharashtra,100405137.59425768,9,2259,Yes,27,No,2025,No,Yes
F06750,Male,28,Bachelor’s,Other,Other,5,No,S02484,Healthcare,Mumbai,Other,10654562.296804605,9,3,No,43,No,2002,Yes,Yes
F06751,Male,27,Bachelor’s,Other,Arts,5,Yes,S06901,Consumer Goods,Mumbai,Delhi,664410.1155703376,2,22,No,4,No,2022,No,Yes
F06752,Male,30,Bachelor’s,Other,Other,30,Yes,S04601,Software,Other,Maharashtra,29669.584931665035,0,4486,No,0,No,2020,Yes,No
F06753,Male,28,PhD,Other,Computer Science,3,Yes,S04065,Software,Gurugram,Other,6109250.860429085,3,328,No,7,No,2016,No,No
F06754,Male,22,Bachelor’s,Other,Engineering,5,Yes,S03413,Financial Services,Other,Other,6848038.481797898,3,45,No,15,No,2011,No,Yes
F06755,Male,22,Bachelor’s,IIT Delhi,Engineering,4,Yes,S06411,Consumer Goods,Mumbai,Karnataka,128743.17049497839,1,97,No,4,No,2022,No,No
F06756,Male,29,Master’s,BITS Pilani,Computer Science,3,No,S06758,Financial Services,Mumbai,Maharashtra,2379111.604706045,3,486,No,6,No,2017,No,Yes
F06757,Prefer not to say,42,Master’s,IIT Delhi,Other,2,No,S04669,Software,Gurugram,Karnataka,2288979.261929628,4,34,No,14,No,2013,No,No
F06758,Male,27,High School,None,Business,10,No,S00594,Software,Other,Other,3115610.933,5,45,No,7,No,2011,No,Yes
F06759,Prefer not to say,28,Bachelor’s,Other,Engineering,5,Yes,S02220,Other,Gurugram,Other,9241443.878,3,91,No,14,No,2023,No,Yes
F06760,Male,29,Bachelor’s,IIT Roorkee,Other,8,Yes,S02807,Software,Bengaluru,Maharashtra,62561357.620207146,6,179,Yes,48,No,2017,No,No
F06761,Male,26,Bachelor’s,Other,Computer Science,5,Yes,S01569,Financial Services,Bengaluru,Other,307400.1737313199,1,47,No,2,No,2020,No,No
F06762,Male,26,Bachelor’s,Other,Engineering,4,Yes,S00783,Healthcare,Bengaluru,Other,310390.4306126589,0,495,No,2,No,2024,Yes,No
F06763,Male,26,Bachelor’s,Other,Computer Science,0,Yes,S01202,Software,Other,Other,2181402.0670933584,5,319,No,9,No,2017,No,No
F06764,Male,29,Bachelor’s,None,Computer Science,2,No,S01657,Financial Services,Bengaluru,Other,10017570.979174392,8,54,No,50,No,2010,No,No
F06765,Prefer not to say,24,Bachelor’s,Other,Computer Science,5,Yes,S04902,Financial Services,Other,Maharashtra,9652040.979550963,5,5,No,15,No,2023,No,Yes
F06766,Prefer not to say,48,Bachelor’s,Other,Business,11,No,S02658,Software,Other,Delhi,2750099.5519230915,4,3657,No,15,No,2015,No,No
F06767,Prefer not to say,57,Bachelor’s,IIT Delhi,Computer Science,8,Yes,S00286,Financial Services,Other,Karnataka,16516162.998865599,9,51,No,21,No,2003,Yes,Yes
F06768,Male,23,Bachelor’s,IIT Delhi,Other,4,Yes,S07860,Consumer Goods,Other,Maharashtra,3099429.083429678,3,231,No,14,No,2025,No,No
F06769,Prefer not to say,27,Bachelor’s,Other,Arts,27,Yes,S02495,Financial Services,Mumbai,Karnataka,14038903.631452348,7,375,No,41,No,2022,Yes,Yes
F06770,Male,30,Bachelor’s,IIT Roorkee,Computer Science,4,No,S01307,Financial Services,Mumbai,Karnataka,253493.7981037124,1,31,No,0,No,2022,No,Yes
F06771,Male,24,Bachelor’s,Other,Arts,27,Yes,S02343,Software,Bengaluru,Other,27720626.736455478,8,31,No,30,Yes,2023,Yes,No
F06772,Prefer not to say,27,Master’s,Other,Engineering,2,Yes,S00389,Healthcare,Bengaluru,Karnataka,546624.7830225726,2,49,No,0,No,2024,Yes,No
F06773,Female,26,Other,Other,Computer Science,0,Yes,S01509,Consumer Goods,Bengaluru,Other,243149.27465171542,0,132,No,3,No,2024,No,No
F06774,Male,24,Bachelor’s,IIT Delhi,Arts,19,Yes,S03785,Software,Other,Maharashtra,3402563.9434762066,4,490,No,9,No,2024,Yes,No
F06775,Male,47,Bachelor’s,Other,Other,0,No,S07383,Other,Delhi,Other,1115693.2910507044,3,50,No,15,No,2024,No,No
F06776,Male,26,Master’s,Other,Other,3,Yes,S05884,Consumer Goods,Bengaluru,Other,6308633.856698303,3,26,No,14,No,2022,Yes,No
F06777,Prefer not to say,23,Bachelor’s,IIT Roorkee,Engineering,5,Yes,S01758,Financial Services,Bengaluru,Other,646015.6577,1,135,No,3,No,2022,No,No
F06778,Male,30,PhD,Other,Business,3,Yes,S03620,Consumer Goods,Mumbai,Other,15263591.431680158,7,74,No,47,No,2017,Yes,No
F06779,Prefer not to say,30,Bachelor’s,Other,Business,5,Yes,S00513,Healthcare,Bengaluru,Other,13651038.430317687,7,232,No,43,No,2025,No,No
F06780,Male,25,Master’s,Other,Business,24,Yes,S01076,Consumer Goods,Gurugram,Other,358140.9942028874,2,78,No,2,No,2024,Yes,No
F06781,Male,25,Bachelor’s,Other,Engineering,3,Yes,S04872,Software,Other,Karnataka,71810.70015088098,0,3374,No,4,No,2019,No,No
F06782,Male,23,Bachelor’s,Other,Computer Science,12,No,S03914,Consumer Goods,Other,Maharashtra,4754087.198946307,5,61,No,6,No,2020,No,No
F06783,Male,22,Bachelor’s,Other,Computer Science,5,Yes,S00315,Consumer Goods,Bengaluru,Delhi,6783092.212776803,5,478,No,11,No,2007,No,No
F06784,Male,49,Bachelor’s,Other,Other,14,Yes,S05948,Consumer Goods,Other,Other,90827940.56866322,8,85,Yes,31,No,2005,Yes,No
F06785,Prefer not to say,22,Master’s,Other,Engineering,3,Yes,S00490,Healthcare,Gurugram,Karnataka,101447.06243906701,0,222,No,1,No,2013,No,No
F06786,Prefer not to say,30,Other,Other,Computer Science,13,Yes,S06408,Consumer Goods,Other,Other,930677.8545212898,0,9,No,0,No,2021,No,No
F06787,Prefer not to say,45,Bachelor’s,IIT Delhi,Other,1,Yes,S00034,Consumer Goods,Mumbai,Other,166186.28785361667,0,100,No,4,No,2018,Yes,Yes
F06788,Prefer not to say,22,Bachelor’s,BITS Pilani,Arts,2,Yes,S07848,Other,Mumbai,Karnataka,1461426.796299531,5,13,No,10,No,2018,Yes,No
F06789,Prefer not to say,23,Bachelor’s,None,Other,15,Yes,S02858,Other,Other,Karnataka,1479093.203825007,4,362,No,11,No,2012,Yes,Yes
F06790,Male,23,Bachelor’s,IIT Roorkee,Computer Science,0,Yes,S03190,Other,Delhi,Maharashtra,366918.4638716009,1,142,No,1,Yes,2006,No,No
F06791,Prefer not to say,26,Bachelor’s,None,Engineering,5,Yes,S03597,Consumer Goods,Other,Other,3301673.908794117,4,51,No,15,Yes,2008,Yes,Yes
F06792,Male,23,Bachelor’s,Other,Arts,0,Yes,S04458,Consumer Goods,Bengaluru,Other,7121784.646872173,3,323,No,13,Yes,2020,Yes,No
F06793,Male,25,Master’s,None,Business,1,Yes,S07541,Financial Services,Other,Other,1240254.016979486,4,55,No,12,Yes,2015,Yes,No
F06794,Male,23,Master’s,Other,Engineering,8,Yes,S07863,Consumer Goods,Other,Other,1989952.7586963484,3,278,No,11,No,2023,No,Yes
F06795,Male,25,Bachelor’s,Other,Computer Science,13,Yes,S06090,Consumer Goods,Bengaluru,Maharashtra,5100956.547947986,5,25,No,8,No,2018,Yes,Yes
F06796,Male,23,Bachelor’s,Other,Business,3,Yes,S03669,Consumer Goods,Gurugram,Maharashtra,747849.6819603664,2,3479,No,4,No,2006,No,No
F06797,Prefer not to say,22,Master’s,Other,Business,2,Yes,S06267,Software,Bengaluru,Karnataka,34058974.69922392,9,19,No,32,No,2016,No,No
F06798,Male,59,Other,Other,Business,1,Yes,S05585,Other,Other,Maharashtra,7398790.980185771,5,17,No,7,No,2025,No,No
F06799,Male,60,Bachelor’s,IIT Delhi,Arts,3,Yes,S05374,Software,Other,Other,285506318.8018071,10,17,Yes,45,Yes,2014,Yes,No
F06800,Male,28,PhD,Other,Computer Science,8,Yes,S06925,Financial Services,Mumbai,Other,2815232.8381272987,5,26,No,6,No,2024,No,No
F06801,Male,26,Other,Other,Business,30,Yes,S04247,Software,Other,Other,4689667.134350532,3,21,No,11,No,2015,Yes,No
F06802,Male,27,Bachelor’s,IIT Roorkee,Arts,3,Yes,S04593,Consumer Goods,Other,Maharashtra,412731.44751207443,1,81,No,0,No,2024,No,No
F06803,Male,24,Master’s,Other,Engineering,23,Yes,S02282,Financial Services,Delhi,Karnataka,4347979.938612301,5,74,No,11,No,2024,Yes,Yes
F06804,Male,26,Bachelor’s,IIT Delhi,Computer Science,24,Yes,S01811,Financial Services,Mumbai,Karnataka,1903704.6136725435,3,84,No,13,No,2016,Yes,Yes
F06805,Male,27,Master’s,Other,Engineering,3,Yes,S01568,Other,Other,Delhi,448204915.3793703,9,73,Yes,25,No,2020,No,Yes
F06806,Prefer not to say,27,Bachelor’s,Other,Engineering,24,Yes,S00650,Software,Other,Other,18033451.801621553,9,37,No,39,No,2015,No,No
F06807,Prefer not to say,25,Bachelor’s,IIT Delhi,Engineering,0,Yes,S08072,Consumer Goods,Other,Maharashtra,35296512.53199125,10,52,No,26,No,2004,No,No
F06808,Male,18,Bachelor’s,IIT Delhi,Engineering,5,Yes,S07889,Other,Gurugram,Other,8046434.840146208,4,16,No,10,No,2016,Yes,Yes
F06809,Male,30,Bachelor’s,Other,Engineering,2,Yes,S03504,Other,Other,Maharashtra,44172881.98044315,7,1849,No,48,No,2022,Yes,Yes
F06810,Male,28,PhD,Other,Other,0,No,S00432,Other,Other,Other,543272.977,1,426,No,2,No,2017,Yes,No
F06811,Prefer not to say,28,Bachelor’s,Other,Other,14,Yes,S01690,Other,Mumbai,Maharashtra,63678952.036322765,9,73,Yes,43,No,2016,No,No
F06812,Male,25,Bachelor’s,Other,Other,2,No,S00762,Financial Services,Other,Karnataka,126175.00002483747,2,200,No,1,Yes,2020,No,No
F06813,Male,29,PhD,IIT Roorkee,Engineering,4,Yes,S04119,Software,Mumbai,Maharashtra,34751.84869647827,0,97,No,1,No,2015,No,Yes
F06814,Prefer not to say,26,Bachelor’s,IIT Roorkee,Computer Science,1,Yes,S02994,Software,Mumbai,Delhi,30898739.452150404,6,60,No,33,No,2022,No,No
F06815,Male,26,Master’s,Other,Other,6,Yes,S05117,Financial Services,Other,Other,1370504.1345797572,4,110,No,7,No,2025,Yes,Yes
F06816,Male,29,Master’s,None,Business,2,No,S06573,Other,Other,Maharashtra,14145542.191805866,6,2228,No,47,No,2023,Yes,Yes
F06817,Male,24,Bachelor’s,Other,Business,4,No,S04423,Other,Other,Other,1252205.7041693137,3,75,No,10,No,2011,Yes,No
F06818,Prefer not to say,25,Bachelor’s,IIT Roorkee,Computer Science,3,Yes,S00759,Healthcare,Bengaluru,Other,1456656.6727638324,5,91,No,14,Yes,2017,No,No
F06819,Prefer not to say,23,Bachelor’s,IIT Delhi,Engineering,3,Yes,S01686,Financial Services,Mumbai,Maharashtra,1222231.5141183964,5,751,No,14,No,2009,Yes,No
F06820,Non-binary,37,Bachelor’s,IIT Delhi,Computer Science,15,Yes,S00358,Consumer Goods,Bengaluru,Karnataka,2681186.4502014252,3,44,No,7,No,2017,No,No
F06821,Male,30,Bachelor’s,Other,Business,3,Yes,S00176,Financial Services,Other,Other,2993266.6982616046,5,35,No,9,No,2018,No,Yes
F06822,Male,25,Bachelor’s,Other,Other,4,Yes,S04807,Consumer Goods,Other,Karnataka,8722959.499691987,3,46,No,13,No,2016,No,Yes
F06823,Prefer not to say,30,Bachelor’s,IIT Delhi,Business,2,Yes,S08192,Software,Other,Maharashtra,21503432.50014849,10,46,No,45,No,2005,Yes,No
F06824,Prefer not to say,28,Master’s,IIT Delhi,Business,28,Yes,S07763,Software,Other,Other,180591557.22149667,7,196,Yes,22,No,2006,Yes,No
F06825,Male,22,Other,None,Arts,9,No,S01211,Financial Services,Bengaluru,Other,185537998.49508813,8,51,Yes,49,No,2003,No,No
F06826,Prefer not to say,23,Bachelor’s,None,Engineering,3,Yes,S00967,Other,Mumbai,Other,1606598.042409853,4,64,No,12,No,2019,No,No
F06827,Male,43,Bachelor’s,IIT Roorkee,Computer Science,2,No,S07100,Other,Other,Other,711236.5891468638,1,56,No,2,No,2021,No,No
F06828,Male,24,Master’s,IIT Roorkee,Arts,0,Yes,S03547,Software,Gurugram,Other,136859565.27591354,6,23,Yes,31,No,2013,No,No
F06829,Female,27,Bachelor’s,None,Other,18,Yes,S02833,Consumer Goods,Mumbai,Other,335453.2194816031,0,100,No,2,No,2012,No,Yes
F06830,Male,27,Master’s,Other,Engineering,24,No,S05922,Consumer Goods,Other,Other,224000.30506615972,0,75,No,4,No,2013,No,Yes
F06831,Prefer not to say,29,Bachelor’s,None,Computer Science,3,Yes,S01390,Healthcare,Other,Karnataka,10996107.592285011,8,62,No,48,No,2023,Yes,Yes
F06832,Male,27,Bachelor’s,Other,Computer Science,0,Yes,S03721,Consumer Goods,Mumbai,Other,12682770.67643528,9,1,No,37,No,2014,No,No
F06833,Male,29,Other,Other,Other,4,Yes,S03395,Financial Services,Mumbai,Maharashtra,831191.1539264118,1,76,No,1,No,2006,No,No
F06834,Prefer not to say,22,Other,BITS Pilani,Computer Science,11,Yes,S07319,Healthcare,Other,Maharashtra,2018752.1931464835,4,399,No,8,No,2016,Yes,Yes
F06835,Prefer not to say,26,Bachelor’s,Other,Arts,0,No,S07848,Other,Mumbai,Karnataka,1461426.796299531,5,13,No,10,No,2018,Yes,No
F06836,Male,23,Bachelor’s,Other,Business,22,Yes,S08121,Healthcare,Gurugram,Other,326139.4633110392,0,0,No,4,No,2025,Yes,Yes
F06837,Male,29,PhD,Other,Business,18,Yes,S01680,Software,Gurugram,Maharashtra,9083857.773586627,4,43,No,9,No,2015,Yes,No
F06838,Female,22,Master’s,Other,Computer Science,4,No,S08317,Healthcare,Other,Maharashtra,145578727.68116564,7,211,Yes,30,No,2018,Yes,Yes
F06839,Male,25,Bachelor’s,Other,Computer Science,2,No,S00213,Financial Services,Bengaluru,Other,1143864.773031986,5,65,No,10,No,2024,No,Yes
